Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2011","2011","1000 USD","807011","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2012","2012","t","4913","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2012","2012","1000 USD","16751","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2012","2012","t","142765","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2012","2012","1000 USD","552129","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2013","2013","t","4929","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2013","2013","1000 USD","18451","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2013","2013","t","156437","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2013","2013","1000 USD","738907","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2014","2014","t","5990.83","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2014","2014","1000 USD","21612","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2014","2014","t","145281","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2014","2014","1000 USD","666190","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2015","2015","t","5958.76","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2015","2015","1000 USD","16604","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2015","2015","t","179421.71","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2015","2015","1000 USD","616041","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2016","2016","t","6725.2","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2016","2016","1000 USD","19583","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2016","2016","t","187417.71","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2016","2016","1000 USD","610323","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2017","2017","t","5321.43","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2017","2017","1000 USD","20680","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2017","2017","t","200899.33","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2017","2017","1000 USD","1018985","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2018","2018","t","8639.51","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2018","2018","1000 USD","40966","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2018","2018","t","220803.1","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2018","2018","1000 USD","1298177","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2019","2019","t","11998.48","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2019","2019","1000 USD","20530","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2019","2019","t","258903.46","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2019","2019","1000 USD","1212422","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2020","2020","t","19849.77","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2020","2020","1000 USD","78021","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2020","2020","t","292885.07","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2020","2020","1000 USD","1125066","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2021","2021","t","18918.7","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2021","2021","1000 USD","69098","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2021","2021","t","277581.07","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2021","2021","1000 USD","1259379","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2022","2022","t","7336.5","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2022","2022","1000 USD","43857","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2022","2022","t","233702.05","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2022","2022","1000 USD","1729277","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2023","2023","t","6459.54","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2023","2023","1000 USD","33949","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2023","2023","t","242820.92","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2023","2023","1000 USD","1404066","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22241.01","Butter of cow milk","2024","2024","t","5499.49","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22241.01","Butter of cow milk","2024","2024","1000 USD","38571","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22241.01","Butter of cow milk","2024","2024","t","242406.23","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22241.01","Butter of cow milk","2024","2024","1000 USD","1759712","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1961","1961","t","140","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1961","1961","1000 USD","150","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1961","1961","t","2370","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1961","1961","1000 USD","1405","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1962","1962","t","168","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1962","1962","1000 USD","192","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1962","1962","t","4397","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1962","1962","1000 USD","2437","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1963","1963","t","183","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1963","1963","1000 USD","201","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1963","1963","t","6904","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1963","1963","1000 USD","4023","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1964","1964","t","185","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1964","1964","1000 USD","212","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1964","1964","t","9776","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22251.01","Cheese from whole cow milk","1964","1964","1000 USD","6594","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22251.01","Cheese from whole cow milk","1965","1965","t","199","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22251.01","Cheese from whole cow milk","1965","1965","1000 USD","224","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22251.01","Cheese from whole cow milk","1965","1965","t","10032","A","Official figure",""
